,position,song,artist,popularity,duration_ms,album_type,release_date
21218,19,La Bachata,Manuel Turizo,86,162637,album,2023-03-17
21219,20,APAGA EL CEL,FloyyMenor & Lewis Somes,86,184806,single,2024-05-17
21220,21,Cuando Te Vi | CROSSOVER #5,Big One & Maria Becerra & Trueno,81,218400,single,2024-06-27
21221,22,1000COSAS,Lola Indigo & Manuel Turizo,76,239482,single,2024-03-07
21222,23,X'CLUSIVO - REMIX,Gonzy & SAIKO & Arcángel,78,208133,single,2024-02-29
21223,24,El Conjuntito,El Bobe & Omar Montes,76,158711,single,2024-03-22
21224,25,COMUNA 3,JC Reyes & The Rudeboyz,75,154128,single,2024-05-09
21225,26,EL PANTALON - RUMBAS,Omar Montes,71,193066,album,2024-05-30
21226,27,YOTULOKO,Omar Montes & Rels B,66,213699,single,2024-07-11
21227,28,FARDOS,JC Reyes & De La Ghetto,74,183335,single,2024-02-16
21228,29,Columbia,Quevedo,84,186000,single,2023-07-07
21230,31,El Merengue,Marshmello,80,189668,album,2023-11-03
21232,33,BBY BOO - REMIX,iZaak & Jhayco & Anuel AA,83,275862,single,2024-03-27
21233,34,YO LO SOÑÉ,SAIKO,69,175456,album,2024-04-26
21234,35,SI NO ES CONTIGO,Cris Mj,89,156000,single,2024-05-23
21235,36,Suano,NTG & Amenazzy,76,137264,single,2024-03-24
21236,37,Lo Que Tiene,Morad & Beny Jr & Rvfv,78,259200,single,2024-03-08
21237,38,LA CAPI,Myke Towers,73,202360,album,2023-09-18
21238,39,2xLL,JC Reyes & YOVNGCHIMI & Slayter,66,178909,single,2024-07-05
21239,40,Diabólica,Cris Mj,77,192000,album,2023-11-09
21240,41,CRUSH,Sky Rompiendo & Dei V,75,233333,single,2023-10-26
21241,42,QLONA,KAROL G,86,172797,album,2023-08-10
21242,43,RUEDA,Rvfv,66,213120,album,2024-05-31
21243,44,AMARGURA,KAROL G,86,170480,album,2023-02-24
21244,45,Guay,Ozuna & Bad Gyal,77,210788,single,2024-04-18
21245,46,Trending Remix (with Myke Towers),Dei V,65,225154,album,2024-06-14
21246,47,Manos Rotas,DELLAFUENTE & Morad,74,168594,single,2023-11-16
21247,48,TU$$I (with Dei V),YOVNGCHIMI,76,163200,album,2023-12-08
21248,49,El Patio,Pepe y Vizio & Delaossa & KIDDO,72,232645,single,2022-07-15
21249,50,Thalía - Remix,Cyril Kamer & Rvfv & Polimá Westcoast,60,230857,single,2024-07-11
21250,1,Si Antes Te Hubiera Conocido,KAROL G,93,195824,single,2024-06-21
21251,2,Goteras,Omar Montes & JC Reyes,78,216450,single,2024-06-27
21253,4,HAY LUPITA,Lomiiel,79,105836,single,2024-03-28
21254,5,ADIVINO,Myke Towers & Bad Bunny,89,278644,single,2024-04-25
21255,6,REAL GANGSTA LOVE,Trueno,92,145342,album,2024-05-23
21256,7,LA REINA,Lola Indigo,78,150000,single,2024-06-13
21257,8,Ohnana,Kapo,80,156577,single,2024-06-06
21258,9,BADGYAL,SAIKO,83,253962,album,2024-04-26
21259,10,Tu Silueta,Diegote,68,170480,single,2024-07-12
21260,11,LA FALDA,Myke Towers,86,174229,album,2023-09-18
21261,12,Gata Only,FloyyMenor & Cris Mj,96,222000,single,2024-02-02
21262,13,Mirame,Blessd & Ovy On The Drums,85,157453,single,2024-04-17
21263,14,Santa,Rvssian,84,193038,single,2024-04-03
21264,15,FRIKI,Gonzy,77,189066,single,2024-04-18
21265,16,Rapido (with Cris Mj),Dei V,79,146000,album,2024-06-14
21266,17,La Bachata,Manuel Turizo,86,162637,album,2023-03-17
21267,18,LUNA,Feid,91,196800,album,2023-12-01
21268,19,APAGA EL CEL,FloyyMenor & Lewis Somes,86,184806,single,2024-05-17
21269,20,Cuando Te Vi | CROSSOVER #5,Big One & Maria Becerra & Trueno,81,218400,single,2024-06-27
21270,21,Potra Salvaje,Isabel Aaiún,62,199624,album,2024-02-09
21271,22,X'CLUSIVO - REMIX,Gonzy & SAIKO & Arcángel,78,208133,single,2024-02-29
21272,23,1000COSAS,Lola Indigo & Manuel Turizo,76,239482,single,2024-03-07
21273,24,El Conjuntito,El Bobe & Omar Montes,76,158711,single,2024-03-22
21274,25,COMUNA 3,JC Reyes & The Rudeboyz,75,154128,single,2024-05-09
21275,26,EL PANTALON - RUMBAS,Omar Montes,71,193066,album,2024-05-30
21276,27,YOTULOKO,Omar Montes & Rels B,66,213699,single,2024-07-11
21277,28,FARDOS,JC Reyes & De La Ghetto,74,183335,single,2024-02-16
21279,30,Columbia,Quevedo,84,186000,single,2023-07-07
21280,31,El Merengue,Marshmello,80,189668,album,2023-11-03
21281,32,BBY BOO - REMIX,iZaak & Jhayco & Anuel AA,83,275862,single,2024-03-27
21283,34,SI NO ES CONTIGO,Cris Mj,89,156000,single,2024-05-23
21284,35,Suano,NTG & Amenazzy,76,137264,single,2024-03-24
21285,36,LA CAPI,Myke Towers,73,202360,album,2023-09-18
21286,37,YO LO SOÑÉ,SAIKO,69,175456,album,2024-04-26
21287,38,2xLL,JC Reyes & YOVNGCHIMI & Slayter,66,178909,single,2024-07-05
21288,39,QLONA,KAROL G,86,172797,album,2023-08-10
21289,40,Lo Que Tiene,Morad & Beny Jr & Rvfv,78,259200,single,2024-03-08
21290,41,CRUSH,Sky Rompiendo & Dei V,75,233333,single,2023-10-26
21291,42,Diabólica,Cris Mj,77,192000,album,2023-11-09
21292,43,RUEDA,Rvfv,66,213120,album,2024-05-31
21293,44,AMARGURA,KAROL G,86,170480,album,2023-02-24
21294,45,TU$$I (with Dei V),YOVNGCHIMI,76,163200,album,2023-12-08
21295,46,Guay,Ozuna & Bad Gyal,77,210788,single,2024-04-18
21296,47,Trending Remix (with Myke Towers),Dei V,65,225154,album,2024-06-14
21297,48,Manos Rotas,DELLAFUENTE & Morad,74,168594,single,2023-11-16
21298,49,El Patio,Pepe y Vizio & Delaossa & KIDDO,72,232645,single,2022-07-15
21299,50,Thalía - Remix,Cyril Kamer & Rvfv & Polimá Westcoast,60,230857,single,2024-07-11
21300,1,Si Antes Te Hubiera Conocido,KAROL G,93,195824,single,2024-06-21
21301,2,Goteras,Omar Montes & JC Reyes,79,216450,single,2024-06-27
21303,4,HAY LUPITA,Lomiiel,80,105836,single,2024-03-28
21304,5,REAL GANGSTA LOVE,Trueno,92,145342,album,2024-05-23
21305,6,Ohnana,Kapo,81,156577,single,2024-06-06
21306,7,LA REINA,Lola Indigo,79,150000,single,2024-06-13
21307,8,ADIVINO,Myke Towers & Bad Bunny,90,278644,single,2024-04-25
21308,9,BADGYAL,SAIKO,83,253962,album,2024-04-26
21309,10,Tu Silueta,Diegote,70,170480,single,2024-07-12
21310,11,LA FALDA,Myke Towers,86,174229,album,2023-09-18
21311,12,Gata Only,FloyyMenor & Cris Mj,97,222000,single,2024-02-02
21312,13,Santa,Rvssian,84,193038,single,2024-04-03
21313,14,FRIKI,Gonzy,77,189066,single,2024-04-18
21314,15,La Bachata,Manuel Turizo,86,162637,album,2023-03-17
21315,16,LUNA,Feid,91,196800,album,2023-12-01
21316,17,Rapido (with Cris Mj),Dei V,80,146000,album,2024-06-14
21318,19,APAGA EL CEL,FloyyMenor & Lewis Somes,86,184806,single,2024-05-17
21319,20,X'CLUSIVO - REMIX,Gonzy & SAIKO & Arcángel,78,208133,single,2024-02-29
21320,21,1000COSAS,Lola Indigo & Manuel Turizo,77,239482,single,2024-03-07
21321,22,Potra Salvaje,Isabel Aaiún,64,199624,album,2024-02-09
21322,23,Mirame,Blessd & Ovy On The Drums,86,157453,single,2024-04-17
21323,24,El Conjuntito,El Bobe & Omar Montes,76,158711,single,2024-03-22
21324,25,EL PANTALON - RUMBAS,Omar Montes,71,193066,album,2024-05-30
21325,26,YOTULOKO,Omar Montes & Rels B,69,213699,single,2024-07-11
21326,27,COMUNA 3,JC Reyes & The Rudeboyz,75,154128,single,2024-05-09
21328,29,Columbia,Quevedo,84,186000,single,2023-07-07
21329,30,FARDOS,JC Reyes & De La Ghetto,75,183335,single,2024-02-16
21330,31,El Merengue,Marshmello,81,189668,album,2023-11-03
21332,33,LA CAPI,Myke Towers,74,202360,album,2023-09-18
21333,34,BBY BOO - REMIX,iZaak & Jhayco & Anuel AA,84,275862,single,2024-03-27
21334,35,SI NO ES CONTIGO,Cris Mj,89,156000,single,2024-05-23
21335,36,QLONA,KAROL G,87,172797,album,2023-08-10
21336,37,Suano,NTG & Amenazzy,76,137264,single,2024-03-24
21337,38,2xLL,JC Reyes & YOVNGCHIMI & Slayter,67,178909,single,2024-07-05
21338,39,CRUSH,Sky Rompiendo & Dei V,76,233333,single,2023-10-26
21339,40,YO LO SOÑÉ,SAIKO,69,175456,album,2024-04-26
21340,41,Lo Que Tiene,Morad & Beny Jr & Rvfv,79,259200,single,2024-03-08
21341,42,Diabólica,Cris Mj,77,192000,album,2023-11-09
21342,43,RUEDA,Rvfv,67,213120,album,2024-05-31
21343,44,TU$$I (with Dei V),YOVNGCHIMI,77,163200,album,2023-12-08
21344,45,AMARGURA,KAROL G,87,170480,album,2023-02-24
21345,46,Thalía - Remix,Cyril Kamer & Rvfv & Polimá Westcoast,63,230857,single,2024-07-11
21346,47,Guay,Ozuna & Bad Gyal,77,210788,single,2024-04-18
21347,48,Manos Rotas,DELLAFUENTE & Morad,74,168594,single,2023-11-16
21348,49,Trending Remix (with Myke Towers),Dei V,65,225154,album,2024-06-14
21349,50,El Patio,Pepe y Vizio & Delaossa & KIDDO,72,232645,single,2022-07-15
21350,1,Si Antes Te Hubiera Conocido,KAROL G,93,195824,single,2024-06-21
21351,2,Goteras,Omar Montes & JC Reyes,79,216450,single,2024-06-27
21353,4,HAY LUPITA,Lomiiel,81,105836,single,2024-03-28
21354,5,Ohnana,Kapo,81,156577,single,2024-06-06
21355,6,REAL GANGSTA LOVE,Trueno,92,145342,album,2024-05-23
21356,7,LA REINA,Lola Indigo,79,150000,single,2024-06-13
21357,8,BADGYAL,SAIKO,83,253962,album,2024-04-26
21358,9,Tu Silueta,Diegote,72,170480,single,2024-07-12
21359,10,ADIVINO,Myke Towers & Bad Bunny,90,278644,single,2024-04-25
21360,11,LA FALDA,Myke Towers,86,174229,album,2023-09-18
21361,12,Gata Only,FloyyMenor & Cris Mj,97,222000,single,2024-02-02
21362,13,La Bachata,Manuel Turizo,86,162637,album,2023-03-17
21363,14,Santa,Rvssian,84,193038,single,2024-04-03
21365,16,LUNA,Feid,91,196800,album,2023-12-01
21366,17,FRIKI,Gonzy,77,189066,single,2024-04-18
21367,18,Rapido (with Cris Mj),Dei V,80,146000,album,2024-06-14
21368,19,APAGA EL CEL,FloyyMenor & Lewis Somes,87,184806,single,2024-05-17
21369,20,1000COSAS,Lola Indigo & Manuel Turizo,77,239482,single,2024-03-07
21370,21,X'CLUSIVO - REMIX,Gonzy & SAIKO & Arcángel,78,208133,single,2024-02-29
21371,22,Potra Salvaje,Isabel Aaiún,64,199624,album,2024-02-09
21372,23,EL PANTALON - RUMBAS,Omar Montes,71,193066,album,2024-05-30
21373,24,YOTULOKO,Omar Montes & Rels B,70,213699,single,2024-07-11
21374,25,El Conjuntito,El Bobe & Omar Montes,76,158711,single,2024-03-22
21375,26,COMUNA 3,JC Reyes & The Rudeboyz,75,154128,single,2024-05-09
21376,27,El Merengue,Marshmello,81,189668,album,2023-11-03
21378,29,Mirame,Blessd & Ovy On The Drums,87,157453,single,2024-04-17
21380,31,Columbia,Quevedo,84,186000,single,2023-07-07
21381,32,FARDOS,JC Reyes & De La Ghetto,75,183335,single,2024-02-16
21382,33,LA CAPI,Myke Towers,74,202360,album,2023-09-18
21383,34,do it 4 th€ gram,Cruz Cafuné,54,150582,single,2024-07-19
21384,35,QLONA,KAROL G,87,172797,album,2023-08-10
21385,36,Suano,NTG & Amenazzy,76,137264,single,2024-03-24
21386,37,SI NO ES CONTIGO,Cris Mj,89,156000,single,2024-05-23
21387,38,2xLL,JC Reyes & YOVNGCHIMI & Slayter,68,178909,single,2024-07-05
21388,39,BBY BOO - REMIX,iZaak & Jhayco & Anuel AA,84,275862,single,2024-03-27
21389,40,AMARGURA,KAROL G,87,170480,album,2023-02-24
21390,41,Diabólica,Cris Mj,77,192000,album,2023-11-09
21391,42,la raíz d€l mal,Cruz Cafuné,54,133767,single,2024-07-19
21392,43,m€ntiras,Cruz Cafuné,54,151841,single,2024-07-19
21393,44,Mis Tías,Juanjo Bona,58,158400,single,2024-07-18
21394,45,CRUSH,Sky Rompiendo & Dei V,76,233333,single,2023-10-26
21395,46,Lo Que Tiene,Morad & Beny Jr & Rvfv,79,259200,single,2024-03-08
21396,47,rang€ rov€r,Cruz Cafuné,53,117213,single,2024-07-19
21397,48,RUEDA,Rvfv,67,213120,album,2024-05-31
21398,49,YO LO SOÑÉ,SAIKO,69,175456,album,2024-04-26
21399,50,TU$$I (with Dei V),YOVNGCHIMI,77,163200,album,2023-12-08
21400,1,Si Antes Te Hubiera Conocido,KAROL G,93,195824,single,2024-06-21
21401,2,Goteras,Omar Montes & JC Reyes,79,216450,single,2024-06-27
21403,4,HAY LUPITA,Lomiiel,81,105836,single,2024-03-28
21404,5,Ohnana,Kapo,82,156577,single,2024-06-06
21405,6,REAL GANGSTA LOVE,Trueno,92,145342,album,2024-05-23
21406,7,LA REINA,Lola Indigo,79,150000,single,2024-06-13
21407,8,ADIVINO,Myke Towers & Bad Bunny,90,278644,single,2024-04-25
21408,9,BADGYAL,SAIKO,83,253962,album,2024-04-26
21409,10,Tu Silueta,Diegote,72,170480,single,2024-07-12
21410,11,LA FALDA,Myke Towers,86,174229,album,2023-09-18
21411,12,Gata Only,FloyyMenor & Cris Mj,96,222000,single,2024-02-02
21412,13,La Bachata,Manuel Turizo,86,162637,album,2023-03-17
21413,14,Santa,Rvssian,84,193038,single,2024-04-03
21414,15,LUNA,Feid,91,196800,album,2023-12-01
21415,16,Cuando Te Vi | CROSSOVER #5,Big One & Maria Becerra & Trueno,58,218400,single,2024-06-27
21416,17,APAGA EL CEL,FloyyMenor & Lewis Somes,86,184806,single,2024-05-17
21417,18,1000COSAS,Lola Indigo & Manuel Turizo,77,239482,single,2024-03-07
21418,19,EL PANTALON - RUMBAS,Omar Montes,71,193066,album,2024-05-30
21419,20,FRIKI,Gonzy,77,189066,single,2024-04-18
21420,21,Rapido (with Cris Mj),Dei V,80,146000,album,2024-06-14
21421,22,X'CLUSIVO - REMIX,Gonzy & SAIKO & Arcángel,78,208133,single,2024-02-29
21422,23,Mirame,Blessd & Ovy On The Drums,87,157453,single,2024-04-17
21423,24,Potra Salvaje,Isabel Aaiún,64,199624,album,2024-02-09
21424,25,El Merengue,Marshmello,81,189668,album,2023-11-03
21425,26,El Conjuntito,El Bobe & Omar Montes,76,158711,single,2024-03-22
21426,27,COMUNA 3,JC Reyes & The Rudeboyz,75,154128,single,2024-05-09
21427,28,YOTULOKO,Omar Montes & Rels B,70,213699,single,2024-07-11
21430,31,QLONA,KAROL G,87,172797,album,2023-08-10
21431,32,Columbia,Quevedo,84,186000,single,2023-07-07
21432,33,AMARGURA,KAROL G,86,170480,album,2023-02-24
21433,34,FARDOS,JC Reyes & De La Ghetto,75,183335,single,2024-02-16
21434,35,LA CAPI,Myke Towers,74,202360,album,2023-09-18
21435,36,SI NO ES CONTIGO,Cris Mj,89,156000,single,2024-05-23
21436,37,2xLL,JC Reyes & YOVNGCHIMI & Slayter,68,178909,single,2024-07-05
21437,38,Suano,NTG & Amenazzy,76,137264,single,2024-03-24
21438,39,BBY BOO - REMIX,iZaak & Jhayco & Anuel AA,83,275862,single,2024-03-27
21439,40,RUEDA,Rvfv,67,213120,album,2024-05-31
21440,41,CRUSH,Sky Rompiendo & Dei V,76,233333,single,2023-10-26
21441,42,Diabólica,Cris Mj,77,192000,album,2023-11-09
21442,43,Lo Que Tiene,Morad & Beny Jr & Rvfv,78,259200,single,2024-03-08
21443,44,YO LO SOÑÉ,SAIKO,69,175456,album,2024-04-26
21444,45,TU$$I (with Dei V),YOVNGCHIMI,77,163200,album,2023-12-08
21445,46,TQG,KAROL G,83,197933,album,2023-02-24
21446,47,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,79,215600,single,2023-05-12
21447,48,El Fin del Mundo,La La Love You,69,188093,album,2020-12-11
21448,49,Thalía - Remix,Cyril Kamer & Rvfv & Polimá Westcoast,64,230857,single,2024-07-11
21449,50,El Patio,Pepe y Vizio & Delaossa & KIDDO,72,232645,single,2022-07-15
21450,1,Si Antes Te Hubiera Conocido,KAROL G,94,195824,single,2024-06-21
21451,2,Goteras,Omar Montes & JC Reyes,79,216450,single,2024-06-27
21452,3,HAY LUPITA,Lomiiel,81,105836,single,2024-03-28
21454,5,Ohnana,Kapo,82,156577,single,2024-06-06
21455,6,REAL GANGSTA LOVE,Trueno,92,145342,album,2024-05-23
21456,7,LA REINA,Lola Indigo,79,150000,single,2024-06-13
21457,8,BADGYAL,SAIKO,83,253962,album,2024-04-26
21458,9,Tu Silueta,Diegote,73,170480,single,2024-07-12
21459,10,ADIVINO,Myke Towers & Bad Bunny,90,278644,single,2024-04-25
21460,11,LA FALDA,Myke Towers,86,174229,album,2023-09-18
21461,12,Gata Only,FloyyMenor & Cris Mj,96,222000,single,2024-02-02
21462,13,Santa,Rvssian,84,193038,single,2024-04-03
21463,14,La Bachata,Manuel Turizo,86,162637,album,2023-03-17
21464,15,LUNA,Feid,91,196800,album,2023-12-01
21465,16,Cuando Te Vi | CROSSOVER #5,Big One & Maria Becerra & Trueno,62,218400,single,2024-06-27
21466,17,APAGA EL CEL,FloyyMenor & Lewis Somes,87,184806,single,2024-05-17
21467,18,Rapido (with Cris Mj),Dei V,80,146000,album,2024-06-14
21468,19,1000COSAS,Lola Indigo & Manuel Turizo,77,239482,single,2024-03-07
21469,20,EL PANTALON - RUMBAS,Omar Montes,71,193066,album,2024-05-30
21470,21,X'CLUSIVO - REMIX,Gonzy & SAIKO & Arcángel,78,208133,single,2024-02-29
21471,22,FRIKI,Gonzy,77,189066,single,2024-04-18
21472,23,Potra Salvaje,Isabel Aaiún,64,199624,album,2024-02-09
21473,24,AMARGURA,KAROL G,87,170480,album,2023-02-24
21474,25,QLONA,KAROL G,87,172797,album,2023-08-10
21475,26,YOTULOKO,Omar Montes & Rels B,71,213699,single,2024-07-11
21476,27,El Conjuntito,El Bobe & Omar Montes,76,158711,single,2024-03-22
21477,28,COMUNA 3,JC Reyes & The Rudeboyz,75,154128,single,2024-05-09
21478,29,El Merengue,Marshmello,81,189668,album,2023-11-03
21480,31,Columbia,Quevedo,84,186000,single,2023-07-07
21481,32,FARDOS,JC Reyes & De La Ghetto,75,183335,single,2024-02-16
21483,34,SI NO ES CONTIGO,Cris Mj,89,156000,single,2024-05-23
21484,35,2xLL,JC Reyes & YOVNGCHIMI & Slayter,69,178909,single,2024-07-05
21485,36,Mirame,Blessd & Ovy On The Drums,87,157453,single,2024-04-17
21486,37,LA CAPI,Myke Towers,74,202360,album,2023-09-18
21487,38,TQG,KAROL G,83,197933,album,2023-02-24
21488,39,BBY BOO - REMIX,iZaak & Jhayco & Anuel AA,83,275862,single,2024-03-27
21489,40,Lo Que Tiene,Morad & Beny Jr & Rvfv,78,259200,single,2024-03-08
21490,41,Suano,NTG & Amenazzy,76,137264,single,2024-03-24
21491,42,Diabólica,Cris Mj,77,192000,album,2023-11-09
21492,43,CRUSH,Sky Rompiendo & Dei V,76,233333,single,2023-10-26
21493,44,YO LO SOÑÉ,SAIKO,69,175456,album,2024-04-26
21494,45,RUEDA,Rvfv,67,213120,album,2024-05-31
21495,46,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,79,215600,single,2023-05-12
21496,47,Mis Tías,Juanjo Bona,62,158400,single,2024-07-18
21497,48,TU$$I (with Dei V),YOVNGCHIMI,77,163200,album,2023-12-08
21498,49,El Fin del Mundo,La La Love You,69,188093,album,2020-12-11
21499,50,MI EX TENÍA RAZÓN,KAROL G,84,154374,album,2023-08-10
21500,1,Si Antes Te Hubiera Conocido,KAROL G,94,195824,single,2024-06-21
21501,2,Goteras,Omar Montes & JC Reyes,79,216450,single,2024-06-27
21502,3,HAY LUPITA,Lomiiel,82,105836,single,2024-03-28
21503,4,Ohnana,Kapo,82,156577,single,2024-06-06
21505,6,REAL GANGSTA LOVE,Trueno,92,145342,album,2024-05-23
21506,7,LA REINA,Lola Indigo,79,150000,single,2024-06-13
21507,8,Tu Silueta,Diegote,73,170480,single,2024-07-12
21508,9,BADGYAL,SAIKO,83,253962,album,2024-04-26
21509,10,ADIVINO,Myke Towers & Bad Bunny,90,278644,single,2024-04-25
21510,11,LA FALDA,Myke Towers,86,174229,album,2023-09-18
21511,12,Gata Only,FloyyMenor & Cris Mj,96,222000,single,2024-02-02
21512,13,Santa,Rvssian,84,193038,single,2024-04-03
21513,14,Cuando Te Vi | CROSSOVER #5,Big One & Maria Becerra & Trueno,65,218400,single,2024-06-27
21514,15,QLONA,KAROL G,87,172797,album,2023-08-10
21515,16,LUNA,Feid,91,196800,album,2023-12-01
21516,17,Rapido (with Cris Mj),Dei V,80,146000,album,2024-06-14
21517,18,La Bachata,Manuel Turizo,86,162637,album,2023-03-17
21518,19,1000COSAS,Lola Indigo & Manuel Turizo,77,239482,single,2024-03-07
21519,20,AMARGURA,KAROL G,87,170480,album,2023-02-24
21520,21,APAGA EL CEL,FloyyMenor & Lewis Somes,87,184806,single,2024-05-17
21521,22,FRIKI,Gonzy,77,189066,single,2024-04-18
21522,23,EL PANTALON - RUMBAS,Omar Montes,71,193066,album,2024-05-30
21523,24,X'CLUSIVO - REMIX,Gonzy & SAIKO & Arcángel,78,208133,single,2024-02-29
21524,25,YOTULOKO,Omar Montes & Rels B,71,213699,single,2024-07-11
21525,26,El Conjuntito,El Bobe & Omar Montes,76,158711,single,2024-03-22
21526,27,Potra Salvaje,Isabel Aaiún,65,199624,album,2024-02-09
21528,29,Columbia,Quevedo,84,186000,single,2023-07-07
21529,30,FARDOS,JC Reyes & De La Ghetto,75,183335,single,2024-02-16
21530,31,COMUNA 3,JC Reyes & The Rudeboyz,75,154128,single,2024-05-09
21531,32,TQG,KAROL G,83,197933,album,2023-02-24
21532,33,Mirame,Blessd & Ovy On The Drums,87,157453,single,2024-04-17
21534,35,El Merengue,Marshmello,81,189668,album,2023-11-03
21535,36,SI NO ES CONTIGO,Cris Mj,89,156000,single,2024-05-23
21536,37,2xLL,JC Reyes & YOVNGCHIMI & Slayter,69,178909,single,2024-07-05
21537,38,LA CAPI,Myke Towers,74,202360,album,2023-09-18
21538,39,MI EX TENÍA RAZÓN,KAROL G,84,154374,album,2023-08-10
21539,40,Lo Que Tiene,Morad & Beny Jr & Rvfv,78,259200,single,2024-03-08
21540,41,Diabólica,Cris Mj,77,192000,album,2023-11-09
21541,42,Suano,NTG & Amenazzy,76,137264,single,2024-03-24
21542,43,Thalía - Remix,Cyril Kamer & Rvfv & Polimá Westcoast,65,230857,single,2024-07-11
21543,44,CRUSH,Sky Rompiendo & Dei V,76,233333,single,2023-10-26
21544,45,YO LO SOÑÉ,SAIKO,69,175456,album,2024-04-26
21545,46,RUEDA,Rvfv,67,213120,album,2024-05-31
21546,47,MIENTRAS ME CURO DEL CORA,KAROL G,81,164386,album,2023-02-24
21547,48,VAGABUNDO,Sebastian Yatra & Manuel Turizo & Beéle,79,215600,single,2023-05-12
21548,49,TU$$I (with Dei V),YOVNGCHIMI,77,163200,album,2023-12-08
21549,50,la raíz d€l mal,Cruz Cafuné,60,133767,single,2024-07-19
21550,1,Si Antes Te Hubiera Conocido,KAROL G,94,195824,single,2024-06-21
21551,2,Goteras,Omar Montes & JC Reyes,80,216450,single,2024-06-27
21552,3,HAY LUPITA,Lomiiel,82,105836,single,2024-03-28
21553,4,Ohnana,Kapo,83,156577,single,2024-06-06
21555,6,Tu Silueta,Diegote,74,170480,single,2024-07-12
21556,7,REAL GANGSTA LOVE,Trueno,92,145342,album,2024-05-23
21557,8,LA REINA,Lola Indigo,79,150000,single,2024-06-13
21558,9,BADGYAL,SAIKO,83,253962,album,2024-04-26
21559,10,ADIVINO,Myke Towers & Bad Bunny,90,278644,single,2024-04-25
21560,11,LA FALDA,Myke Towers,86,174229,album,2023-09-18
21561,12,QLONA,KAROL G,87,172797,album,2023-08-10
21562,13,Santa,Rvssian,84,193038,single,2024-04-03
21563,14,Gata Only,FloyyMenor & Cris Mj,96,222000,single,2024-02-02
21564,15,LUNA,Feid,91,196800,album,2023-12-01
21565,16,Cuando Te Vi | CROSSOVER #5,Big One & Maria Becerra & Trueno,67,218400,single,2024-06-27
21566,17,La Bachata,Manuel Turizo,86,162637,album,2023-03-17
21567,18,AMARGURA,KAROL G,87,170480,album,2023-02-24
21568,19,Rapido (with Cris Mj),Dei V,80,146000,album,2024-06-14
21569,20,APAGA EL CEL,FloyyMenor & Lewis Somes,87,184806,single,2024-05-17
21570,21,FRIKI,Gonzy,77,189066,single,2024-04-18
21571,22,1000COSAS,Lola Indigo & Manuel Turizo,77,239482,single,2024-03-07
21572,23,YOTULOKO,Omar Montes & Rels B,72,213699,single,2024-07-11
21573,24,EL PANTALON - RUMBAS,Omar Montes,71,193066,album,2024-05-30
21574,25,X'CLUSIVO - REMIX,Gonzy & SAIKO & Arcángel,78,208133,single,2024-02-29
21575,26,Columbia,Quevedo,84,186000,single,2023-07-07
21576,27,El Conjuntito,El Bobe & Omar Montes,76,158711,single,2024-03-22
21578,29,FARDOS,JC Reyes & De La Ghetto,74,183335,single,2024-02-16
21579,30,TQG,KAROL G,83,197933,album,2023-02-24
21580,31,COMUNA 3,JC Reyes & The Rudeboyz,75,154128,single,2024-05-09
21581,32,Potra Salvaje,Isabel Aaiún,65,199624,album,2024-02-09
21582,33,El Merengue,Marshmello,81,189668,album,2023-11-03
21583,34,Mirame,Blessd & Ovy On The Drums,87,157453,single,2024-04-17
21584,35,MI EX TENÍA RAZÓN,KAROL G,84,154374,album,2023-08-10
21586,37,SI NO ES CONTIGO,Cris Mj,89,156000,single,2024-05-23
21587,38,2xLL,JC Reyes & YOVNGCHIMI & Slayter,69,178909,single,2024-07-05
21588,39,Thalía - Remix,Cyril Kamer & Rvfv & Polimá Westcoast,66,230857,single,2024-07-11
21589,40,LA CAPI,Myke Towers,74,202360,album,2023-09-18
21590,41,Diabólica,Cris Mj,77,192000,album,2023-11-09
21591,42,Lo Que Tiene,Morad & Beny Jr & Rvfv,78,259200,single,2024-03-08
21592,43,CRUSH,Sky Rompiendo & Dei V,75,233333,single,2023-10-26
21593,44,YO LO SOÑÉ,SAIKO,68,175456,album,2024-04-26
21594,45,Suano,NTG & Amenazzy,76,137264,single,2024-03-24
21595,46,MIENTRAS ME CURO DEL CORA,KAROL G,81,164386,album,2023-02-24
21596,47,Déjame Entrar,Rauw Alejandro,73,254705,single,2024-07-18
21597,48,la raíz d€l mal,Cruz Cafuné,61,133767,single,2024-07-19
21598,49,RUEDA,Rvfv,67,213120,album,2024-05-31
21599,50,PROVENZA,KAROL G,82,207626,album,2023-02-24
21600,1,Si Antes Te Hubiera Conocido,KAROL G,94,195824,single,2024-06-21
21601,2,Goteras,Omar Montes & JC Reyes,80,216450,single,2024-06-27
21602,3,HAY LUPITA,Lomiiel,82,105836,single,2024-03-28
21603,4,Ohnana,Kapo,83,156577,single,2024-06-06
21605,6,Tu Silueta,Diegote,74,170480,single,2024-07-12
21606,7,REAL GANGSTA LOVE,Trueno,92,145342,album,2024-05-23
21607,8,LA REINA,Lola Indigo,79,150000,single,2024-06-13
21608,9,BADGYAL,SAIKO,83,253962,album,2024-04-26
21609,10,LA FALDA,Myke Towers,86,174229,album,2023-09-18
21610,11,QLONA,KAROL G,87,172797,album,2023-08-10
21611,12,Gata Only,FloyyMenor & Cris Mj,96,222000,single,2024-02-02
